id,source,stage,tempC,windKph,cloudPct,rainMm,riverFlowCumec,efficiencyPct,vibration,ageYears,lastServiceDays,batteryHealth,socPct,emergencyPct,txLossPct,devPct,producedKW,storedKW,problem_class,severity,solution_id
402,wind,forecast,24.0,100.0,6,16.0,238,83.4,4.2,6,68,61,83.2,18.1,13.39,3.87,1.83,1.58,4,critical,7
403,wind,distribution,23.3,96.5,47,5.5,68,69.7,6.0,5,71,86,86.7,3.0,1.67,10.44,4.97,4.9,0,low,9
404,solar,production,31.2,68.7,46,0,213,70.4,5.6,2,223,74,46.6,18.8,12.57,8.45,1.63,1.43,1,critical,2
405,solar,production,38.4,26.2,14,11.9,205,77.8,6.5,7,326,98,84.4,11.7,2.22,5.43,2.16,1.95,1,critical,2
406,hydro,storage,37.8,109.3,30,2.6,44,96.3,2.3,20,59,85,7.1,11.1,5.47,7.86,4.44,4.37,5,medium,9
407,wind,production,23.3,49.7,87,18.1,228,72.4,0.7,14,66,67,61.3,3.2,13.65,5.1,2.94,2.62,1,critical,2
408,solar,storage,24.7,73.0,30,9.9,260,92.1,4.9,4,80,96,63.2,10.2,5.78,8.74,1.72,1.56,2,medium,3
409,solar,distribution,32.7,33.5,32,1.9,53,84.2,6.8,10,211,76,29.2,20.9,3.77,5.11,3.42,3.27,0,low,0
410,solar,distribution,24.6,46.4,93,1.1,118,84.4,6.1,18,190,97,23.6,20.1,7.39,5.41,3.82,3.8,0,low,0
411,hydro,storage,40.7,84.9,63,4.3,105,70.7,1.9,6,137,98,52.4,23.8,9.99,10.89,3.06,2.91,5,medium,9
412,solar,distribution,21.4,101.9,68,0,155,68.9,0.7,11,336,88,40.1,16.2,3.22,3.94,4.17,4.08,0,low,0
413,solar,distribution,34.5,42.0,94,4.8,117,87.3,0.1,5,208,59,61.1,2.5,13.39,1.43,4.09,4.0,3,medium,5
414,solar,production,20.8,52.1,89,15.9,46,70.7,1.1,12,363,82,26.9,16.8,10.98,6.74,4.09,3.62,1,critical,2
415,hydro,storage,28.4,49.2,46,1.2,240,82.2,2.1,12,331,84,76.3,10.1,6.75,11.41,3.71,3.33,2,medium,3
416,hydro,production,28.0,83.0,55,4.7,144,97.4,7.1,1,311,94,62.9,23.4,3.89,4.66,4.36,3.87,1,critical,2
417,solar,distribution,28.5,15.6,79,0.7,221,62.8,6.5,20,134,62,58.7,3.1,3.22,5.12,3.15,2.7,0,low,0
418,wind,production,38.7,109.6,78,2.7,229,97.1,3.7,2,35,62,39.2,19.8,2.73,0.79,3.2,2.95,0,low,0
419,wind,forecast,27.4,76.0,80,10.8,98,68.2,6.5,4,181,96,39.7,24.4,7.19,2.55,2.13,2.05,4,medium,7
420,solar,distribution,19.5,18.9,52,0,202,90.3,0.8,17,182,66,39.1,7.5,9.08,18.83,3.73,3.45,5,critical,8
421,hydro,production,29.1,8.4,89,13.3,80,92.0,4.2,18,269,56,81.1,16.7,6.98,2.69,3.31,3.18,1,critical,2
422,solar,storage,28.2,54.8,32,4.9,76,69.0,2.4,15,315,80,82.0,17.9,9.28,7.83,2.54,2.41,2,medium,3
423,hydro,distribution,36.9,75.5,26,8.9,242,96.5,7.9,18,137,60,5.6,23.5,10.99,6.15,4.44,4.1,3,medium,5
424,wind,storage,29.8,79.6,20,7.5,201,71.1,0.5,13,278,57,79.1,10.5,11.1,9.93,4.03,3.93,2,critical,4
425,hydro,storage,20.4,80.5,77,13.8,65,81.1,1.8,6,311,58,92.1,11.2,13.7,11.47,3.33,3.25,2,critical,4
426,hydro,distribution,23.7,46.0,75,9.3,246,98.3,6.4,20,152,71,68.7,18.3,9.5,6.01,3.93,3.71,3,medium,5
427,solar,storage,40.2,52.2,36,3.4,102,68.0,7.0,13,210,59,53.9,9.2,10.41,3.3,3.37,3.04,2,critical,4
428,hydro,forecast,38.6,3.4,53,0,120,84.1,4.5,5,340,90,60.7,4.9,8.03,1.55,3.06,2.81,4,medium,7
429,hydro,production,34.4,41.4,8,12.0,70,85.4,3.7,5,5,98,62.8,12.0,5.13,2.34,1.62,1.54,1,medium,1
430,hydro,forecast,27.0,22.2,71,5.3,227,95.5,6.2,4,341,78,78.9,12.5,6.7,9.59,3.29,3.25,4,medium,7
431,hydro,distribution,28.3,67.0,32,9.8,249,90.9,3.3,19,127,57,81.5,19.0,7.91,0.79,2.58,2.52,0,low,0
432,solar,forecast,26.3,68.5,20,11.0,114,81.1,8.0,10,125,57,15.5,7.8,6.97,8.1,2.71,2.33,4,medium,7
433,hydro,storage,27.2,43.4,89,1.9,213,95.6,5.5,2,96,85,9.9,4.1,7.43,5.63,2.18,2.11,2,critical,4
434,solar,storage,24.7,4.6,60,0,175,63.6,6.4,17,302,91,39.3,6.8,3.9,4.68,4.36,4.32,2,critical,4
435,hydro,forecast,39.2,83.0,90,3.3,147,89.7,4.2,7,177,94,99.9,8.4,11.8,16.41,2.64,2.42,5,critical,8
436,wind,forecast,32.6,103.5,4,0,84,83.7,7.8,4,369,89,83.7,19.6,7.98,3.65,2.7,2.67,4,critical,7
437,wind,forecast,26.1,89.1,99,10.8,193,66.6,2.0,17,390,93,94.2,20.8,9.84,3.13,4.62,4.56,4,medium,7
438,hydro,distribution,21.0,46.7,39,8.8,221,80.3,5.6,10,352,95,87.9,5.0,8.0,0.92,3.14,2.86,0,low,0
439,wind,storage,19.0,59.5,54,2.0,140,81.6,1.7,2,65,67,32.9,20.1,5.6,2.35,2.55,2.28,2,critical,4
440,wind,production,36.3,79.3,71,0,50,95.4,0.5,14,222,60,22.6,7.3,8.16,3.5,3.86,3.81,1,medium,1
441,solar,forecast,41.8,29.1,11,3.8,78,81.3,3.9,9,342,90,22.9,16.1,1.25,8.31,2.21,2.03,4,medium,7
442,wind,storage,20.7,98.6,45,0.6,34,76.6,2.4,12,30,82,17.2,24.3,13.46,2.05,3.36,3.32,2,medium,3
443,solar,forecast,40.4,29.4,99,0.2,237,78.1,0.4,8,154,83,42.0,14.3,1.22,3.1,3.16,2.69,5,medium,3
444,solar,production,19.7,49.0,26,9.9,125,60.3,0.5,1,266,64,96.0,4.1,4.16,20.12,2.48,2.4,5,critical,8
445,solar,storage,33.0,77.7,70,3.0,42,63.7,2.2,19,311,68,71.7,14.3,6.27,5.98,4.53,3.9,2,critical,4
446,wind,distribution,40.1,53.8,48,1.5,209,79.0,4.6,18,13,63,97.7,12.0,2.88,7.97,2.87,2.48,0,low,9
447,wind,production,41.1,78.7,71,0,152,60.2,2.5,7,96,61,92.2,15.5,4.39,3.42,4.07,3.99,1,critical,2
448,hydro,forecast,30.5,83.6,54,1.8,30,95.5,0.9,15,160,90,31.6,19.9,8.06,7.23,1.53,1.4,0,low,9
449,hydro,distribution,37.2,13.8,43,0,50,81.9,2.4,10,319,67,62.8,17.1,12.42,5.14,1.56,1.51,3,medium,5
450,hydro,storage,35.1,73.0,61,0,251,79.3,2.2,5,386,68,81.4,13.4,7.58,1.22,2.65,2.53,2,critical,4
451,wind,production,19.5,61.3,7,0,67,93.8,5.4,20,32,57,15.8,8.0,4.74,9.65,2.52,2.34,1,critical,2
452,solar,forecast,23.3,80.5,61,0,153,61.5,3.8,17,71,58,51.6,16.9,4.57,5.36,2.03,1.99,4,medium,7
453,wind,forecast,22.1,59.8,82,0,163,71.5,0.8,15,306,95,29.0,4.4,8.83,10.36,2.65,2.46,4,medium,7
454,hydro,production,39.1,55.1,8,3.7,104,65.2,1.9,5,111,95,77.0,23.3,5.11,6.58,4.98,4.53,1,critical,2
455,hydro,production,28.9,71.5,10,0,83,65.0,7.0,20,32,100,74.0,13.2,3.61,11.39,4.4,3.97,1,critical,2
456,wind,production,37.8,44.9,65,3.9,91,69.1,3.6,15,57,90,95.5,6.0,4.88,8.28,2.05,2.02,1,critical,2
457,wind,distribution,36.8,22.9,64,0,120,78.0,0.2,11,316,86,23.5,8.2,9.24,0.93,2.27,2.04,5,medium,6
458,hydro,storage,31.6,4.9,44,7.2,150,75.2,6.1,14,42,84,79.3,8.9,7.92,6.35,1.63,1.47,2,critical,4
459,hydro,storage,41.3,20.7,10,11.5,53,63.0,2.6,11,358,96,72.3,17.8,3.21,13.44,3.69,3.54,5,critical,8
460,solar,forecast,41.2,23.8,52,8.6,124,92.6,6.6,8,37,90,48.4,2.9,5.33,6.04,2.19,2.17,4,medium,7
461,solar,distribution,24.7,36.2,98,0.9,189,64.0,3.1,18,33,84,95.2,9.0,3.19,3.96,2.32,2.25,0,low,0
462,solar,distribution,38.3,7.1,51,4.8,114,64.3,2.6,12,209,66,79.9,20.5,13.87,7.45,3.4,3.39,3,medium,5
463,solar,production,37.7,77.1,62,0,233,76.6,1.2,1,306,61,29.0,5.7,6.34,2.2,4.93,4.53,1,critical,2
464,hydro,production,30.2,64.8,26,13.8,241,85.4,4.3,8,41,72,85.7,7.0,2.95,2.75,4.16,3.68,1,medium,1
465,wind,storage,40.8,19.5,38,0,56,71.2,0.1,12,370,96,92.1,18.2,12.01,5.87,2.11,2.1,3,low,6
466,solar,production,19.4,43.8,70,0,206,74.7,5.0,2,183,77,36.9,6.9,2.95,16.41,3.83,3.65,2,critical,2
467,solar,distribution,27.0,3.7,47,0,236,86.8,6.9,13,50,72,27.8,14.0,8.84,4.68,2.93,2.65,3,medium,5
468,hydro,forecast,20.9,94.5,100,8.4,68,83.6,7.9,15,155,96,76.5,24.3,5.33,0.44,2.42,2.32,4,critical,7
469,wind,storage,26.8,50.7,57,0,195,93.7,3.7,1,99,72,79.2,23.5,9.84,15.37,3.87,3.39,5,critical,8
470,solar,storage,18.5,64.7,7,4.6,235,60.9,0.6,11,318,97,55.2,19.2,13.85,8.06,2.16,1.91,2,medium,3
471,wind,forecast,32.8,68.0,32,12.4,129,62.7,6.4,1,272,74,57.4,23.6,13.32,8.34,1.97,1.93,0,low,9
472,wind,production,23.1,100.2,2,4.0,230,97.2,7.0,20,192,82,73.3,21.3,3.51,7.15,3.56,3.37,1,critical,2
473,solar,storage,21.7,27.2,71,11.9,259,92.1,6.0,15,251,75,46.0,15.2,1.35,0.04,4.38,4.04,3,medium,6
474,wind,forecast,31.7,28.5,79,0,232,77.3,2.7,3,212,60,19.9,6.7,6.85,6.0,4.82,4.71,4,medium,7
475,wind,production,18.3,101.5,12,23.8,98,66.2,7.1,7,83,82,97.9,16.1,2.44,4.67,1.91,1.76,1,critical,2
476,solar,production,20.2,70.7,46,0,67,91.4,2.1,15,345,73,94.6,9.3,4.47,1.9,4.52,4.11,1,medium,1
477,hydro,distribution,20.6,38.3,41,0,74,77.8,1.0,10,241,78,99.9,22.7,9.3,3.75,2.14,1.93,3,medium,5
478,hydro,distribution,20.3,3.4,32,0,70,81.0,0.1,17,5,56,70.9,19.4,11.28,10.53,1.78,1.68,3,medium,5
479,wind,production,23.9,11.5,13,11.1,250,78.4,2.0,9,205,88,88.2,24.4,4.52,18.77,3.27,3.14,5,critical,8
480,wind,distribution,21.8,86.1,16,11.3,225,73.4,2.7,10,388,94,7.2,7.5,12.32,6.57,2.76,2.5,3,medium,5
481,hydro,distribution,29.3,72.7,69,0,200,87.3,7.4,4,188,68,13.1,6.8,8.9,3.64,3.31,3.3,3,medium,5
482,hydro,distribution,38.9,42.4,18,0,110,66.3,7.6,14,132,60,90.0,14.0,1.47,8.56,4.61,4.53,4,low,9
483,solar,production,35.0,39.8,34,0,52,77.7,1.0,18,188,80,84.8,22.1,4.62,2.59,3.15,3.09,1,critical,2
484,hydro,forecast,22.3,21.9,35,6.2,69,69.9,4.2,19,32,91,5.7,20.9,13.58,0.02,3.29,2.87,0,low,0
485,solar,production,36.0,103.0,63,11.2,214,73.0,7.6,9,383,77,15.5,17.5,2.31,0.77,3.75,3.26,1,critical,2
486,solar,production,19.1,61.5,32,0,173,72.7,5.9,3,185,56,92.6,2.4,7.31,8.3,3.45,3.32,1,critical,2
487,solar,forecast,22.7,106.3,42,4.7,41,83.9,3.3,10,122,96,98.4,20.8,1.69,10.46,2.32,2.04,4,critical,7
488,wind,distribution,38.5,66.9,58,0,208,86.8,4.8,17,106,82,49.1,21.2,13.25,2.81,2.23,2.16,3,medium,5
489,wind,forecast,34.2,104.8,65,4.8,63,81.1,2.0,2,88,83,29.3,11.8,8.3,1.09,2.62,2.56,4,critical,7
490,solar,forecast,38.3,99.5,92,2.1,37,67.6,6.0,9,5,97,54.0,14.6,4.4,6.75,1.67,1.64,4,critical,7
491,wind,forecast,40.2,23.7,65,4.9,114,82.3,4.6,15,8,66,89.9,5.2,5.72,2.19,2.97,2.75,4,medium,7
492,solar,forecast,27.5,69.3,94,3.8,155,81.5,6.3,10,199,66,31.4,8.3,8.66,4.29,4.21,3.86,4,medium,7
493,wind,production,38.1,62.2,92,12.9,68,79.8,3.7,17,260,62,64.1,2.5,12.1,2.59,2.93,2.78,1,critical,2
494,hydro,distribution,28.1,45.9,56,1.3,186,63.9,1.5,18,25,96,98.3,24.5,2.42,8.14,3.47,3.24,0,low,9
495,solar,production,36.0,41.8,29,12.0,94,76.0,7.1,3,60,72,26.7,8.0,12.72,4.84,3.83,3.63,1,critical,2
496,solar,distribution,22.1,55.9,79,7.7,58,76.3,6.6,19,273,63,88.0,21.9,6.81,1.59,1.87,1.75,0,low,0
497,hydro,forecast,34.5,88.0,83,0,105,77.0,6.5,7,369,67,7.1,23.7,2.99,8.11,3.42,3.1,4,medium,7
498,hydro,production,34.2,10.5,96,8.5,72,64.4,6.5,17,245,81,76.9,13.2,7.2,2.82,3.57,3.32,1,critical,2
499,hydro,forecast,35.7,86.7,96,10.7,140,89.4,7.9,9,111,63,74.2,9.8,6.41,4.0,4.89,4.87,4,medium,7
500,solar,distribution,38.3,30.0,81,2.3,145,82.3,1.6,12,205,72,75.5,17.3,9.48,10.53,3.11,2.94,3,medium,5
501,solar,production,32.9,18.6,16,9.7,96,75.5,2.9,9,83,96,55.6,6.8,1.93,11.12,4.83,4.53,1,critical,0
502,solar,production,41.6,27.4,38,0,251,66.6,2.9,17,214,55,7.9,11.5,11.31,9.38,3.9,3.71,1,critical,2
503,wind,production,26.4,42.7,39,0,95,91.3,0.1,19,60,64,77.3,12.1,12.01,14.28,2.66,2.51,5,critical,8
504,solar,production,22.8,35.6,71,5.2,171,89.8,8.0,1,211,89,37.0,12.5,8.96,5.08,4.54,3.91,1,critical,2
505,hydro,storage,28.4,53.3,29,6.7,218,90.3,6.1,10,50,100,68.3,12.8,5.43,5.56,1.7,1.52,2,medium,3
506,hydro,storage,28.4,24.5,34,5.4,166,75.2,5.3,7,6,58,87.5,5.6,10.53,1.06,2.17,1.88,2,critical,4
507,hydro,distribution,23.1,19.5,72,0.5,220,86.1,3.2,12,233,89,97.3,11.8,12.66,10.07,3.54,3.07,3,medium,5
508,wind,production,25.9,31.5,21,5.9,76,62.9,0.4,2,238,57,45.0,23.2,8.34,3.21,3.36,3.06,1,critical,2
509,wind,storage,39.9,89.8,29,0,83,86.4,5.9,10,377,57,72.0,20.3,9.61,3.05,1.7,1.7,2,critical,4
510,solar,production,35.9,71.4,24,0,105,68.0,2.0,16,310,95,52.0,18.4,9.69,0.23,4.16,4.0,1,critical,2
511,solar,distribution,19.0,101.5,42,18.5,129,69.0,4.5,9,20,58,52.7,2.5,2.91,9.68,4.06,4.02,0,low,9
512,hydro,distribution,23.3,104.1,71,0,40,68.0,1.5,5,91,85,31.5,15.7,4.16,7.35,2.81,2.75,0,low,8
513,hydro,production,18.2,44.1,74,0,34,66.8,6.9,1,239,100,44.9,16.1,2.18,0.38,3.8,3.32,1,critical,2
514,solar,production,18.7,93.6,26,2.4,61,76.2,3.9,4,389,79,19.2,21.8,11.71,8.16,2.6,2.4,1,critical,2
515,solar,forecast,26.1,76.7,95,11.0,166,94.4,3.5,10,59,64,39.2,20.9,3.99,10.15,1.68,1.44,4,medium,7
516,wind,forecast,29.7,92.3,26,0,34,65.9,2.8,17,194,61,12.9,10.2,2.56,10.0,4.64,4.12,0,critical,9
517,solar,distribution,39.3,91.5,36,3.0,44,97.8,1.7,18,87,61,66.4,18.8,7.45,17.03,2.04,2.03,5,critical,8
518,solar,distribution,39.4,73.9,68,0,116,66.6,6.0,7,337,86,69.6,7.0,13.77,16.27,2.78,2.49,5,critical,8
519,hydro,distribution,23.7,44.1,45,4.1,52,81.6,1.1,6,8,92,6.4,22.4,7.45,3.61,4.14,3.87,0,low,0
520,wind,production,39.2,93.1,74,0,118,96.1,0.3,18,198,89,64.3,16.0,13.69,7.0,1.7,1.59,1,critical,2
521,hydro,storage,22.8,15.3,50,0,228,63.6,1.7,15,341,98,15.9,18.4,11.38,0.24,4.91,4.79,2,medium,3
522,wind,distribution,36.4,109.8,67,0,92,69.5,4.2,4,330,81,14.2,6.4,8.05,8.19,2.75,2.58,3,medium,5
523,solar,production,41.6,74.4,35,0,250,66.3,4.0,10,128,100,49.9,22.5,10.63,15.93,3.38,3.35,5,critical,8
524,hydro,storage,41.9,109.9,80,14.0,64,76.5,5.9,12,284,62,96.9,12.8,5.45,1.38,3.32,3.09,2,critical,4
525,wind,storage,41.1,101.7,65,1.5,108,85.4,6.6,13,279,86,97.8,10.7,1.08,7.26,2.37,2.22,2,medium,3
526,solar,distribution,28.4,7.2,90,10.8,79,63.4,0.6,5,190,100,82.7,12.8,12.32,1.73,2.21,2.06,3,medium,5
527,solar,production,32.8,5.6,88,14.5,194,87.9,2.4,20,295,98,23.9,3.7,13.64,9.06,4.16,3.96,1,critical,2
528,solar,distribution,40.4,67.4,13,0,90,70.4,5.9,15,10,99,72.9,6.9,5.84,8.42,2.21,2.14,0,low,9
529,hydro,storage,35.7,86.1,1,9.2,69,73.3,7.6,5,316,99,21.4,20.7,8.3,18.75,1.94,1.71,5,critical,8
530,solar,production,29.0,22.9,66,0,140,62.9,6.0,16,168,77,69.4,14.1,2.5,3.4,1.78,1.52,1,critical,2
531,solar,production,22.4,65.1,82,5.4,99,68.9,3.9,6,266,100,38.5,2.8,12.85,9.72,1.6,1.51,1,critical,2
532,wind,storage,40.3,51.2,44,0,183,75.5,4.7,17,346,90,98.6,19.8,8.68,8.81,3.45,3.15,2,medium,3
533,hydro,production,33.0,43.7,40,7.4,215,75.5,0.3,3,145,72,76.9,20.6,10.82,6.55,4.81,4.41,1,critical,2
534,hydro,production,40.9,69.8,26,13.7,136,79.6,2.7,3,233,86,72.2,23.3,13.07,3.9,3.2,3.13,1,medium,1
535,solar,distribution,19.5,2.0,90,0,101,95.8,1.6,17,22,90,16.2,6.2,3.23,7.84,2.62,2.31,0,low,9
536,solar,production,21.9,50.0,33,4.3,33,70.4,6.6,18,259,57,26.2,21.3,9.52,1.0,4.3,4.15,1,critical,2
537,wind,production,32.6,43.4,58,9.2,87,65.7,6.0,8,307,82,51.2,11.9,10.25,8.87,2.43,2.17,1,critical,2
538,hydro,distribution,18.4,64.6,16,1.4,182,69.9,2.0,9,320,58,69.9,9.3,11.34,2.34,3.66,3.36,3,medium,5
539,solar,forecast,23.5,16.3,89,6.9,198,82.9,6.1,1,174,85,88.7,22.7,6.61,2.4,1.94,1.72,4,medium,7
540,solar,storage,22.3,66.1,44,0,61,92.8,0.1,12,101,81,76.7,12.6,2.78,10.71,2.49,2.45,2,medium,3
541,wind,production,23.3,82.0,75,10.8,46,71.6,6.8,12,385,70,61.0,14.8,4.26,3.86,3.75,3.23,1,critical,2
542,solar,production,38.9,108.1,64,0,137,90.3,1.5,9,210,81,28.0,21.9,10.73,14.29,4.37,4.26,5,critical,8
543,hydro,distribution,34.1,79.5,65,0,135,81.5,3.1,12,104,68,86.4,18.0,6.51,9.32,3.04,2.96,0,low,9
544,hydro,forecast,19.7,47.1,52,0,38,61.3,5.0,8,295,77,65.6,21.4,2.51,7.84,3.99,3.75,0,low,9
545,wind,storage,38.3,67.3,60,2.0,34,86.0,5.3,4,260,69,76.1,11.0,7.0,0.27,4.03,3.86,2,critical,4
546,wind,storage,28.3,3.0,68,9.2,251,85.0,4.4,8,84,62,44.1,21.8,12.68,11.86,3.79,3.24,2,critical,4
547,hydro,forecast,39.6,61.3,64,1.2,116,86.5,2.9,11,58,55,96.0,19.6,11.69,14.75,2.25,2.01,5,critical,8
548,hydro,forecast,29.4,63.1,8,9.3,240,79.8,0.6,8,205,93,13.9,8.3,12.86,2.61,4.12,3.69,0,low,0
549,wind,production,35.0,15.2,98,8.8,225,82.3,5.1,16,339,73,17.0,5.8,3.08,2.83,2.45,2.19,1,critical,2
550,solar,production,38.9,22.3,25,1.0,168,90.1,2.6,15,234,96,39.9,5.3,10.45,9.65,2.1,1.83,1,medium,1
551,wind,storage,18.2,31.1,45,5.0,185,60.6,1.0,8,324,74,47.6,15.6,6.54,9.11,4.46,4.12,2,critical,4
552,hydro,production,24.4,91.4,63,0,126,80.0,4.1,17,397,60,44.8,9.1,2.57,0.55,3.09,2.67,1,critical,2
553,wind,production,36.5,56.2,10,5.8,256,63.1,3.6,1,295,63,61.5,10.8,11.61,2.42,3.17,2.82,1,critical,2
554,solar,storage,39.3,6.6,94,13.9,46,71.5,2.8,7,80,90,70.3,20.3,10.01,15.0,2.39,2.28,5,critical,8
555,wind,production,31.5,37.1,8,10.1,62,61.1,0.1,6,140,73,69.4,12.9,11.69,0.95,2.01,1.97,1,critical,2
556,hydro,forecast,40.5,49.0,29,0,254,71.7,4.1,11,154,99,5.6,14.7,7.63,5.27,3.34,2.85,0,low,0
557,solar,storage,19.5,24.0,18,0,159,80.0,6.6,15,53,55,17.0,16.9,13.02,9.26,3.66,3.26,2,critical,4
558,hydro,production,18.5,97.6,90,0,246,67.3,7.1,2,83,84,38.1,22.4,2.39,10.23,3.53,3.14,1,critical,2
559,solar,production,37.0,31.5,57,4.3,86,82.1,2.5,1,380,87,42.4,7.7,1.61,14.08,4.87,4.31,5,critical,8
560,wind,forecast,37.1,74.7,53,3.0,104,65.3,6.1,15,298,93,93.4,20.9,9.06,13.11,3.7,3.57,4,critical,4
561,wind,distribution,20.1,75.5,69,16.1,195,91.4,2.3,18,220,95,49.7,6.7,8.53,9.29,2.87,2.78,3,medium,5
562,hydro,storage,22.4,76.0,39,8.6,127,96.4,7.9,3,165,77,21.3,11.3,5.42,0.25,3.52,3.27,2,medium,3
563,wind,storage,39.0,58.5,51,3.1,115,78.0,7.3,14,135,76,9.3,23.0,3.43,10.98,2.83,2.59,2,medium,3
564,wind,distribution,22.6,80.1,9,0,223,74.2,6.1,11,202,75,20.5,17.9,12.49,9.15,3.97,3.63,3,medium,5
565,wind,storage,30.0,92.3,57,7.1,183,84.7,1.4,18,219,59,14.1,19.6,8.84,3.43,4.14,3.55,2,critical,4
566,hydro,forecast,21.8,93.6,37,0.1,80,62.2,0.6,13,354,60,69.9,5.5,2.47,14.5,1.86,1.85,5,critical,8
567,hydro,storage,24.0,66.7,87,0,153,86.0,3.9,12,179,87,66.1,19.1,5.05,8.34,3.96,3.73,5,medium,9
568,wind,production,28.9,8.4,81,14.1,258,72.4,5.8,4,282,81,76.7,20.3,3.91,1.8,3.71,3.16,3,critical,4
569,solar,forecast,22.8,54.0,4,0,91,71.6,7.6,19,322,60,19.1,2.7,1.06,6.15,2.92,2.55,0,low,0
570,solar,forecast,27.0,39.9,49,9.7,120,94.8,3.1,8,305,82,8.4,7.8,3.49,12.26,3.25,2.98,5,critical,8
571,wind,storage,23.9,17.4,26,13.4,235,73.5,3.6,5,28,76,96.2,4.4,3.56,1.57,4.17,3.8,2,critical,4
572,solar,forecast,22.6,103.0,53,0,103,79.2,2.9,1,319,62,30.3,12.8,4.45,6.3,2.34,2.22,4,critical,7
573,wind,storage,37.0,35.4,75,9.8,169,71.1,2.0,2,301,95,42.6,2.0,11.88,1.22,3.17,2.75,2,critical,4
574,wind,storage,34.5,72.6,88,9.4,178,80.1,1.6,15,338,63,80.7,2.6,3.05,7.22,2.4,2.09,2,critical,4
575,wind,forecast,22.1,2.8,26,0,252,75.1,5.6,20,191,81,34.9,9.8,2.8,6.8,2.87,2.77,4,medium,7
576,wind,storage,26.0,35.3,62,4.4,171,69.9,7.1,8,396,69,80.3,18.7,1.01,4.32,2.44,2.16,2,critical,4
577,wind,forecast,26.4,38.6,81,7.9,201,79.5,6.5,3,194,89,87.2,8.0,3.47,0.2,4.11,3.95,4,medium,7
578,wind,storage,36.9,88.2,81,5.4,138,87.1,4.7,19,360,98,68.9,7.8,7.75,16.71,2.35,2.25,5,critical,8
579,solar,storage,23.1,26.2,31,3.9,50,66.2,5.1,12,278,66,14.7,13.7,4.64,3.5,4.62,4.23,2,critical,4
580,solar,forecast,37.2,47.3,64,0,166,87.0,1.0,2,210,55,65.3,17.9,9.43,0.51,4.96,4.27,4,medium,7
581,hydro,storage,20.1,7.8,65,8.0,33,71.4,6.4,15,104,72,38.8,17.2,10.91,1.69,3.05,3.0,2,critical,4
582,solar,distribution,19.9,76.0,81,20.7,250,83.1,2.8,11,287,76,65.1,18.2,5.09,14.2,3.2,3.02,3,critical,6
583,wind,production,27.9,91.1,67,2.2,199,95.6,7.9,15,366,80,93.2,20.3,7.25,9.98,3.07,2.8,1,critical,2
584,solar,production,20.2,33.2,17,0,30,87.3,4.9,5,139,90,14.4,9.3,11.01,6.69,2.11,1.86,1,critical,2
585,wind,forecast,41.9,18.6,61,9.6,99,61.3,4.7,12,43,73,99.7,6.8,12.09,6.0,3.66,3.2,4,medium,7
586,wind,distribution,33.3,81.9,13,0,89,64.1,2.6,14,87,74,10.2,17.2,10.95,11.72,1.85,1.85,3,medium,5
587,solar,distribution,23.3,19.9,34,0,214,97.2,0.0,16,225,97,7.1,5.6,2.43,5.71,3.5,3.41,0,low,0
588,solar,production,29.5,69.2,90,12.6,210,91.2,2.0,20,252,91,98.5,21.7,8.06,12.3,1.98,1.7,2,critical,5
589,solar,forecast,32.8,54.1,83,16.4,258,84.5,7.5,12,62,96,30.1,14.6,8.74,0.0,3.5,3.09,4,medium,7
590,wind,storage,29.7,10.3,72,5.3,148,77.6,0.3,19,144,99,38.0,7.9,7.27,3.74,2.03,1.78,2,critical,4
591,hydro,distribution,29.8,33.4,65,0,226,73.3,1.5,1,152,93,39.2,20.5,13.92,5.02,3.43,3.16,3,medium,5
592,solar,storage,36.1,8.6,29,0.9,111,86.0,4.5,18,194,67,37.6,5.8,11.63,4.92,3.53,3.06,2,critical,4
593,hydro,production,26.5,64.5,9,0,136,85.2,5.3,18,190,61,51.8,13.0,9.71,6.67,3.4,3.14,1,critical,2
594,solar,production,36.1,83.3,50,16.9,45,69.2,5.6,8,187,75,99.8,20.9,9.13,1.11,2.72,2.69,4,critical,2
595,solar,distribution,27.9,65.9,85,7.5,115,60.6,2.9,9,127,62,33.2,6.4,4.73,14.84,1.97,1.8,5,critical,4
596,hydro,storage,33.4,55.7,57,3.8,56,97.7,1.0,12,286,95,86.9,2.2,9.03,0.96,4.68,4.39,2,critical,4
597,hydro,distribution,41.1,67.9,83,0,192,88.3,5.1,6,193,91,22.4,22.2,10.48,1.78,2.02,1.8,3,medium,5
598,hydro,storage,22.2,7.0,25,2.1,239,60.3,3.5,4,345,89,92.7,23.7,10.95,1.04,3.62,3.1,0,low,0
599,solar,production,25.8,98.2,94,5.8,109,60.7,1.1,7,343,73,91.7,14.4,5.61,6.95,2.21,1.99,5,critical,6
600,hydro,distribution,34.9,50.0,37,3.7,132,78.0,3.5,7,161,93,73.8,6.0,10.83,0.79,4.77,4.49,3,medium,5
601,solar,production,41.5,45.4,15,5.5,89,93.0,4.2,3,400,81,95.6,22.0,2.07,7.12,4.99,4.42,1,medium,1
602,wind,forecast,30.7,94.8,20,8.2,38,68.1,3.9,20,326,73,34.3,23.2,13.45,6.35,4.79,4.31,4,critical,7
603,solar,storage,28.2,66.0,88,0,193,89.8,7.1,1,284,63,56.6,23.7,5.33,17.9,4.91,4.18,2,critical,4
